id,title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies
245703,Midnight Special,2/12/2016,"['Adventure', 'Drama', 'Science Fiction']",English,6.2,1708,10.566,18000000,"['Faliro House Productions', 'Tri-State Pictures', 'Warner Bros. Pictures', 'RatPac Entertainment', 'FilmNation Entertainment']"
492611,The Turning,1/23/2020,"['Horror', 'Thriller']",English,5.8,879,13.575,14000000,"['Amblin Entertainment', 'DreamWorks Pictures', 'Universal Pictures', 'Vertigo Entertainment']"
14367,Adventures in Babysitting,7/1/1987,['Comedy'],English,6.9,564,14.06,7000000,"['Silver Screen Partners III', 'Touchstone Pictures']"
9913,The Skeleton Key,7/29/2005,"['Drama', 'Horror', 'Mystery', 'Thriller']",English,6.6,1839,17.512,43000000,"['Universal Pictures', 'MFPV Film', 'Double Feature Films', 'ShadowCatcher Entertainment', 'Daniel Bobker Productions', 'Brick Dust Productions LLC']"
25853,Dahmer,6/21/2002,"['Crime', 'Drama', 'Thriller']",English,5.3,257,10.06,250000,"['Two Left Shoes Films', 'Blockbuster Films', 'DEJ Productions', 'Peninsula Films']"
583406,Judas and the Black Messiah,2/12/2021,"['Drama', 'History']",English,7.4,1254,16.33,26000000,"['MACRO', 'Bron Studios', 'Participant', 'Proximity Media', 'Warner Bros. Pictures']"
243,High Fidelity,3/17/2000,"['Drama', 'Comedy', 'Romance', 'Music']",English,7.1,1703,14.059,30000000,"['Buena Vista Pictures', 'Touchstone Pictures', 'Working Title Films', 'Dogstar Films', 'New Crime Productions']"
136080,Escape,9/28/2012,"['Action', 'History']",Norwegian,5.9,102,12.062,0,"['FilmFondet Fuzz', 'Fantefilm']"
303991,Demolition,4/8/2015,"['Comedy', 'Drama']",English,6.8,1897,13.813,10000000,"['Sidney Kimmel Entertainment', 'Mr. Mudd Production', 'Right of Way Films', 'Black Label Media']"
146227,Getaway,8/29/2013,"['Action', 'Crime']",English,5.1,565,11.312,18000000,"['Saints LA', 'Dark Castle Entertainment', 'After Dark Films', 'Signature Pictures', 'Silver Reel', 'Dunulf Productions', 'Emmitt Productions Limited', 'The Fyzz', 'ADF Acquisitions', 'Bomar OOD']"
138122,Student of the Year,10/19/2012,"['Comedy', 'Drama', 'Music']",Hindi,5.8,139,12.562,8391922,"['Dharma Productions', 'Red Chillies Entertainment']"
611213,The Prom,12/2/2020,"['Romance', 'Comedy']",English,6.2,616,12.078,0,['Ryan Murphy Productions']
361931,Ronaldo,11/9/2015,"['Documentary', 'History']",English,6.9,320,11.064,0,"['On the Corner Films', 'We Came, We Saw, We Conquered Studios']"
922902,Vertigo,8/10/2016,['Drama'],xx,2,1,10.093,200,[]
10313,The Men Who Stare at Goats,10/17/2009,"['Comedy', 'War']",English,6,1981,15.009,24000000,"['Ruby Films', 'BBC Film', 'Smoke House Pictures', 'Overture Films', 'UK Film Council', 'Mandate International']"
554241,Playing with Fire,11/8/2019,"['Family', 'Comedy']",English,6.8,590,13.821,29900000,"['Broken Road Productions', 'Nickelodeon Movies', 'Paramount Players', 'Walden Media']"
438808,White Boy Rick,9/14/2018,"['Crime', 'Drama']",English,6.3,926,14.267,29000000,"['Studio 8', 'Protozoa Pictures', 'LBI Productions', 'Columbia Pictures']"
526973,Target Number One,7/10/2020,"['Thriller', 'Crime']",English,6.3,104,10.824,138000,"['Caramel Films', 'Highland Film Group', 'Téléfilm Canada', 'SODEC', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Entertainment One', 'Goldrush Entertainment', 'Saban Films']"
64586,Sleeping Beauty,6/10/2011,"['Drama', 'Romance']",English,5.4,541,13.06,10000000,"['Fulcrum Media Finance', 'Screen Australia', 'Magic Films', 'Screen NSW', 'Deluxe Australia', 'Spectrum Films', 'Big Ears Productions']"
269795,2:22,6/29/2017,"['Science Fiction', 'Mystery', 'Thriller', 'Romance']",English,6,1329,12.815,0,"['Screen Australia', 'Lightstream Pictures', 'Wild Eddie', 'Ingenious', '2929 Productions', 'Screen NSW']"
41210,The Switch,5/11/2010,"['Comedy', 'Romance', 'Drama']",English,6.2,1693,11.76,19000000,"['Mandate Pictures', 'Bona Fide Productions', 'Echo Films', 'Miramax', 'Mandate International', 'Baster Productions']"
12182,Nick and Norah's Infinite Playlist,10/3/2008,"['Comedy', 'Music', 'Drama']",English,6.5,1075,15.559,9000000,"['Screen Gems', 'Columbia Pictures', 'Mandate Pictures', 'Depth of Field']"
548928,The Marine 6: Close Quarters,11/2/2018,['Action'],English,6.9,142,12.067,0,"['Fiction Films', 'WWE Studios']"
649,Belle de Jour,5/24/1967,"['Drama', 'Romance']",French,7.4,734,12.308,0,"['Paris Films Productions', 'Five Films', 'Robert et Raymond Hakim']"
105819,The Peeping Tom,3/21/1997,"['Crime', 'Thriller']",Chinese,4.4,5,11.707,0,[]
41402,Let Me In,10/1/2010,"['Drama', 'Horror', 'Mystery']",English,6.8,1807,14.809,20000000,"['Hammer Film Productions', 'EFTI', 'Overture Films', 'Exclusive Media']"
14035,Meatballs,6/28/1979,['Comedy'],English,5.9,253,12.306,1207520,"['Canadian Film Development Corporation (CFDC)', 'Famous Players', 'Haliburton Films']"
479259,Lost Girls & Love Hotels,9/18/2020,['Drama'],English,5.3,133,13.074,0,"['Wandering Trail Pictures', 'Blackbird']"
10477,Driven,4/27/2001,"['Action', 'Drama']",English,5.1,619,13.256,94000000,"[""Mel's Cite du Cinema"", 'Epsilon Motion Pictures', 'Franchise Pictures', 'Trackform Film Productions']"
11594,The Hunchback of Notre Dame,12/19/1956,"['Drama', 'History']",French,6.6,89,11.726,1000000,"['Panitalia', 'Paris Film Productions']"
11088,Heist,11/9/2001,"['Action', 'Crime', 'Drama', 'Thriller']",English,6.3,456,10.806,35000000,"['Stolen Film Productions', 'Franchise Pictures', 'Morgan Creek Productions', 'Indelible Pictures', 'Epsilon Motion Pictures', 'The Linson Company']"
2149,Body of Evidence,1/15/1993,"['Drama', 'Thriller', 'Romance']",English,4.9,251,12.554,30000000,"['Metro-Goldwyn-Mayer', 'Constantin Film']"
1117419,For Always,5/6/2023,['Drama'],English,0,0,9.44,0,[]
18736,The Lizzie McGuire Movie,5/2/2003,"['Family', 'Comedy']",English,6.3,1161,14.755,17000000,"['Teen Life Productions', 'Walt Disney Pictures']"
9963,Premonition,2/8/2007,"['Thriller', 'Drama', 'Mystery']",English,6.3,1379,11.256,20000000,"['TriStar Pictures', 'Hyde Park Films', 'Offspring Entertainment', 'Metro-Goldwyn-Mayer']"
435107,A Royal Winter,1/14/2017,"['Romance', 'TV Movie']",English,7.2,158,12.811,0,"['Brad Krevoy Television', 'Motion Picture Corporation of America']"
102207,HOUBA! On the Trail of the Marsupilami,4/3/2012,"['Family', 'Adventure', 'Comedy']",French,5.3,776,10.307,50000000,"['Pathé', 'Canal+', 'SCOPE Pictures', 'TF1 Films Production', 'Chez Wam']"
97430,The Man with the Iron Fists,11/2/2012,['Action'],English,5.5,1019,13.558,15000000,"['Arcade Pictures', 'Iron Fists', 'Universal Pictures']"
608813,In Full Bloom,6/19/2019,"['Action', 'Drama']",English,7,71,13.69,0,"['Cinesia Pictures', 'Phantom House Pictures', 'JA Pictures', 'Winery Productions', 'Bleiberg Entertainment', 'Carte Blanche']"
11101,Stalingrad,1/20/1993,"['Drama', 'History', 'War']",German,7.3,466,15.054,0,"['B.A. Produktion', 'Bavaria Film', 'Perathon Film-und Fernsehproduktions', 'Royal Film (I)']"
1042984,Christmas Full of Grace,11/30/2022,"['Romance', 'Comedy']",Portuguese,5.7,50,10.173,0,['Glaz Entretenimento']
148265,Eega,7/5/2012,"['Fantasy', 'Action', 'Comedy']",Telugu,7,167,10.056,5990000,['Vaaraahi Chalana Chitram']
12262,The Hills Have Eyes,7/22/1977,"['Horror', 'Thriller']",English,6.2,745,14.803,230000,['Blood Relations Co.']
10103,Windstruck,6/3/2004,"['Comedy', 'Romance', 'Drama']",Korean,7.2,118,14.304,0,"['iFilm', 'iLoveCinema', 'CJ Entertainment']"
545237,The Nest,5/8/2020,"['Drama', 'Romance']",English,6.1,260,13.319,0,"['FilmNation Entertainment', 'BBC Film', 'Element Pictures', 'Elevation Pictures']"
926,Galaxy Quest,12/25/1999,"['Comedy', 'Science Fiction', 'Adventure']",English,7.1,1924,16.554,45000000,"['Gran Via Productions', 'DreamWorks Pictures', 'Mark Johnson Productions']"
835739,Super Monsters: Once Upon a Rhyme,6/1/2021,['Animation'],English,6.2,67,10.339,0,[]
11188,Ring of the Nibelungs,11/19/2004,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",English,6.2,113,12.553,23000000,"['FFF Bayern', 'Tandem Communications', 'TANDEM Productions', 'VIP 2 Medienfonds', 'VIP Medienfonds 3', 'Columbia TriStar Home Entertainment', 'Sat.1', 'Uncharted Territory', 'Castlering Productions', 'The Ring (UK)', 'Octave S.R.L.', 'Channel 4 Television']"
491584,Burning,5/17/2018,"['Mystery', 'Drama', 'Thriller']",Korean,7.4,1322,15.311,7280000,"['Pinehouse Film', 'NOWFILM', 'NHK', 'Finecut', 'CGV Arthouse', 'Union Investment Partners', 'Michigan Venture Capital', 'Timewise Investment', 'kth', 'Busan Film Commission', 'Seoul Film Commission']"
22897,It's Complicated,12/23/2009,"['Comedy', 'Romance']",English,6.5,1239,12.554,85000000,"['Universal Pictures', 'Relativity Media', 'Waverly Films', 'Scott Rudin Productions', 'dentsu']"
278774,Zapped,6/27/2014,"['TV Movie', 'Comedy', 'Family']",English,6.1,560,9.057,0,"['Off-Leash Teleproductions', 'Muse Entertainment', 'MarVista Entertainment']"
425336,Loving Pablo,10/12/2017,"['Crime', 'Drama']",Spanish,6.3,921,12.31,4667008,"['B2Y EOOD', 'Escobar Films', 'Millennium Films']"
42190,The Classic,1/30/2003,"['Drama', 'Romance']",Korean,7.5,135,12.303,0,"['Egg Film', 'Cinema Service']"
10951,Gorgeous,2/12/1999,"['Adventure', 'Action', 'Comedy', 'Romance']",cn,6.3,307,15.303,0,['Orange Sky Golden Harvest']
432787,Fun Mom Dinner,8/4/2017,['Comedy'],English,5.8,201,11.309,0,"[""Gettin' Rad Productions"", 'June Pictures', 'Voltage Pictures']"
368031,Friend Request,1/7/2016,"['Horror', 'Thriller']",English,5.5,1148,14.057,9900000,"['Wiedemann & Berg Film', 'Seven Pictures', 'Two Oceans Production (TOP)']"
608654,The Banana Splits Movie,9/4/2019,"['Horror', 'Comedy']",English,6.7,212,12.814,0,['Blue Ribbon Content']
438970,Sharknado 5: Global Swarming,8/6/2017,"['Action', 'Comedy', 'Science Fiction', 'TV Movie', 'Adventure']",English,4.8,288,11.059,3000000,"['Syfy', 'The Asylum']"
280996,Mr. Holmes,6/19/2015,"['Drama', 'Crime']",English,6.5,1705,13.377,11000000,"['FilmNation Entertainment', 'BBC Film', 'See-Saw Films', 'Archer Gray', 'AI Film']"
304023,Expelled from Paradise,11/15/2014,"['Action', 'Animation', 'Science Fiction']",Japanese,6.4,69,11.125,0,"['Toei Animation', 'Aniplex', 'Graphinica']"
6538,Charlie Wilson's War,12/19/2007,"['Comedy', 'Drama', 'History']",English,6.5,1279,13.002,75000000,['Playtone']
491926,Resistance,3/27/2020,"['War', 'History', 'Drama']",English,7,353,13.816,0,"['Pantaleon Films', 'Vertical Media', 'Bliss Media', 'Epicentral Studios', 'Ingenious Media', 'Riverstone Pictures', 'RocketScience']"
7979,The Kite Runner,12/14/2007,['Drama'],English,7.3,1036,12.552,20000000,"['Wonderland Films', 'Sidney Kimmel Entertainment', 'Participant', 'MacDonald/Parkes Productions', 'China Film Co-Production Corporation', 'Beijing Happy Pictures Cultural Communications Co.', 'Kite Runner Holdings', 'Ebeling Group', 'Neal Street Productions', 'DreamWorks Pictures']"
47519,Big Tits Zombie,5/15/2010,"['Action', 'Horror', 'Comedy']",Japanese,5.1,34,8.198,0,['Total Media Corporation']
2539,Spanglish,12/17/2004,['Comedy'],English,6,1147,17.551,80000000,"['Gracie Films', 'Columbia Pictures']"
486947,The Guilty,6/14/2018,"['Thriller', 'Drama']",Danish,7.3,1485,12.258,0,['Nordisk Film Denmark']
13051,Max Payne,10/15/2008,"['Crime', 'Action', 'Drama', 'Thriller']",English,5.4,1837,16.551,35000000,"['Dune Entertainment', 'Abandon Entertainment', 'Collision Entertainment', 'Depth Entertainment', 'Firm Films', 'Foxtor Productions', '20th Century Fox']"
726916,JJ+E,9/8/2021,"['Romance', 'Drama']",Swedish,5.6,106,12.58,0,"['Filmlance International', 'SVT']"
1045343,Qorin,12/1/2022,['Horror'],Indonesian,4.7,6,10.35,0,['IDN Pictures']
234,The Cabinet of Dr. Caligari,2/27/1920,"['Drama', 'Horror', 'Thriller', 'Crime']",German,8,1307,13.05,18000,['Decla Film Gesellschaft Holz & Co.']
965571,Patriots Time,4/28/2022,"['Action', 'War', 'Thriller']",Russian,8,1,11.379,0,"['Kazakh Cinema', 'Kazakhstan Ministry of Culture', 'Atlas Entertainment']"
4551,Be Cool,3/4/2005,"['Comedy', 'Crime']",English,5.4,776,11.55,53000000,"['Double Feature Films', 'Jersey Films', 'Nina Saxon Film Design', 'Metro-Goldwyn-Mayer']"
60405,Sharpay's Fabulous Adventure,4/19/2011,"['Family', 'Music']",English,6,507,17.301,0,"['Princessa Productions', 'Borden & Rosenbush Entertainment']"
942118,Irmão do Jorel - Especial Carnaval Bruttal,2/25/2022,"['Animation', 'Comedy', 'Family']",Portuguese,6.3,3,8.431,0,['Copa Studio']
655322,On the Come Up,9/23/2022,"['Drama', 'Music']",English,5.9,9,8.652,0,"['Paramount Players', 'Temple Hill Entertainment', 'State Street Pictures']"
423949,Unicorn Store,9/11/2017,"['Fantasy', 'Drama', 'Comedy']",English,6,791,10.306,0,"['The District', 'Rhea Films', '51 Entertainment', 'Rip Cord Productions']"
10067,The Shaggy Dog,3/9/2006,"['Comedy', 'Family']",English,4.9,511,15.75,50000000,"['Walt Disney Pictures', 'Mandeville Films', 'Boxing Cat Films']"
624713,Porno,3/10/2006,['Documentary'],Spanish,4,5,12.95,0,[]
433694,Sgt. Stubby: An American Hero,4/13/2018,"['Animation', 'Adventure', 'Family', 'History', 'War']",English,7.8,144,14.557,25000000,"['Fun Academy Media Group', 'Mikros Image']"
38778,Dinner for Schmucks,7/30/2010,['Comedy'],English,5.7,1598,13.451,69000000,"['Everyman Pictures', 'Paramount', 'Spyglass Entertainment', 'Reliance Big Entertainment', 'Parkes/MacDonald Productions', 'DreamWorks Pictures']"
3053,Dance of the Vampires,2/1/1967,"['Comedy', 'Horror']",English,7,630,12.799,2000000,"['Filmways Pictures', 'Cadre Films', 'Metro-Goldwyn-Mayer British Studios']"
534259,Blinded by the Light,8/9/2019,"['Drama', 'Comedy']",English,7,511,18.811,15000000,"['New Line Cinema', 'Bend It Films', 'Ingenious Media', 'Levantine Films', 'Rakija Films', 'Warner Bros. Pictures']"
513421,Discarnate,2/20/2019,"['Horror', 'Thriller']",English,5.4,84,13.578,0,"['Fire Trial Films', 'Street Entertainment']"
216539,Ghost Shark,8/22/2013,"['Horror', 'Science Fiction']",English,5.2,126,12.301,0,['Active Entertainment']
631939,The Legion,5/8/2020,"['Adventure', 'History', 'Action']",English,6.1,100,11.563,0,"['Magol Films', 'Cárbara Films']"
471831,One on One,8/1/2017,['Romance'],Korean,5.1,10,13.355,0,[]
6073,The Mexican,3/1/2001,"['Action', 'Comedy', 'Crime', 'Romance']",English,5.9,1255,10.048,57000000,"['Pistolero Productions LLC', 'Newmarket Capital Group', 'Lawrence Bender Productions', 'DreamWorks Pictures']"
1117420,The Fourth Man,5/6/2023,['Drama'],Chinese,0,0,9.433,0,[]
431075,Polaroid,1/10/2019,"['Horror', 'Thriller', 'Mystery']",English,6,878,11.808,0,"['Dimension Films', 'The Weinstein Company', 'Eldorado Films', 'Vertigo Entertainment']"
810214,Héroes de barrio,6/24/2022,"['Comedy', 'Drama']",Spanish,5.7,9,8.626,0,"['Spal Films', 'El Álamo Producciones Cinematográficas S.L.', 'Galdo Media']"
14347,Blame It on Rio,2/17/1984,"['Comedy', 'Romance']",English,5.7,136,15.296,9000000,"['Sherwood', '20th Century Fox']"
374856,Detective Conan: The Darkest Nightmare,4/16/2016,"['Adventure', 'Mystery', 'Animation']",Japanese,6.8,85,14.102,0,"['TMS Entertainment', 'TOHO']"
204342,HK: Forbidden Super Hero,4/13/2013,"['Action', 'Comedy']",Japanese,6.3,153,11.8,0,"[""L'espace Vision"", 'T-JOY']"
575094,Abigail,8/22/2019,"['Adventure', 'Fantasy', 'Mystery']",English,6.2,191,12.058,7000000,['Kinodanz']
454992,The Spy Who Dumped Me,8/2/2018,"['Action', 'Comedy']",English,6.4,2031,18.905,40000000,"['Imagine Entertainment', 'Lionsgate', 'Bron Studios']"
271714,Love & Mercy,5/29/2015,"['Drama', 'Music', 'History']",English,7.1,597,10.8,0,"['John Wells Productions', 'River Road Entertainment']"
152259,Phantom,1/3/2013,['Thriller'],English,5.8,268,15.049,10000000,"['Trilogy Entertainment Group', 'RCR Media Group', 'Solar Filmworks']"
704876,Seducing Country Girl,3/23/2020,['Romance'],Korean,0,0,8.178,0,[]
353979,Pet,9/24/2016,"['Horror', 'Thriller']",English,5.8,596,13.551,0,"['Revolver Picture Company', 'Magic Lantern']"
419831,I Kill Giants,11/15/2017,"['Fantasy', 'Drama']",English,6.2,1079,15.802,15100000,"['XYZ Films', '1492 Pictures', 'Having Me Films', 'Ocean Blue Entertainment', 'uFund', 'Man of Action Entertainment', 'Adonis Production', 'Parallel Films', 'uMedia']"
835551,Masquerade,7/30/2021,['Thriller'],English,6,82,16.033,0,"['Rider Entertainment', 'XYZ Films', 'Shout! Studios']"
5486,A Bay of Blood,9/8/1971,"['Horror', 'Thriller']",Italian,6.7,314,17.294,0,['Nuova Linea Cinematografica']
19904,The Stepfather,10/16/2009,"['Horror', 'Thriller']",English,5.8,767,12.046,20000000,"['Screen Gems', 'Maverick Films', 'Imprint Pictures']"
10782,Basic,4/18/2003,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",English,6.5,904,14.045,50000000,"['Intermedia Films', 'Krane Entertainment', 'Phoenix Pictures']"
12531,The Apartment,7/27/1996,"['Mystery', 'Drama', 'Romance']",French,6.7,177,12.293,0,"['IMA Productions', 'Cecchi Gori Group Tiger Cinematografica', 'La Sept Cinéma']"
423453,Sahara,2/1/2017,"['Adventure', 'Animation', 'Comedy', 'Family']",French,5.9,258,15.8,0,"['Mikros Image', 'Mandarin Film', ""La Station d'Animation"", 'StudioCanal', 'M6 Films', 'Transfilm International']"
4978,An American Tail,11/21/1986,"['Drama', 'Family', 'Animation', 'Adventure']",English,6.7,1180,15.293,9000000,"['Amblin Entertainment', 'Universal Pictures', 'Sullivan Bluth Studios']"
602307,Lego DC Batman: Family Matters,7/21/2019,"['Animation', 'Family', 'Action', 'Comedy']",English,7.1,114,13.556,0,"['Warner Bros. Animation', 'DC Entertainment', 'LEGO']"
375183,A Family Man,5/18/2017,['Drama'],English,6.7,448,14.3,0,"['Ascot Elite Home Entertainment', 'Zero Gravity Management', 'G-BASE']"
20770,But I'm a Cheerleader,7/7/2000,"['Comedy', 'Romance']",English,7,501,16.544,1200000,"['Ignite Entertainment', 'Lionsgate', 'The Kushner-Locke Company']"
11615,The Life of David Gale,2/21/2003,"['Drama', 'Thriller', 'Crime']",English,7.4,1786,13.794,50000000,"['Mikona Productions GmbH & Co. KG', 'Universal Pictures', 'Intermedia Films', 'Saturn Films', 'Dirty Hands Productions']"
595985,Cold Blood,5/15/2019,"['Thriller', 'Action']",English,5.4,331,13.054,2700000,"['Ascot Elite Entertainment Group', 'EastWest Productions', 'Eight 35', 'Goldcrest', 'Seven 52', 'Wild Tribe Films', 'Ukrainian State Film Agency', 'SE Film Production']"
12335,Bedknobs and Broomsticks,10/7/1971,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Music']",English,7,833,15.042,20000000,['Walt Disney Productions']
589594,Abduction,3/20/2019,"['Horror', 'Science Fiction', 'Thriller', 'Action']",English,6.2,77,10.613,0,"['Red Sea Media', 'Ace Films']"
1113727,We Eatin' Good,5/6/2023,['Documentary'],English,0,0,9.179,0,[]
13279,Lakeview Terrace,9/19/2008,"['Drama', 'Crime', 'Thriller']",English,5.9,895,13.194,20000000,"['Screen Gems', 'Overbrook Entertainment']"
860314,My Friend's Nice Mother 2,4/26/2018,['Romance'],Korean,5,1,9.79,0,[]
23759,Centurion,2/15/2010,"['Adventure', 'Action', 'Drama']",English,6.2,1232,14.545,12000000,"['Pathé Pictures International', 'UK Film Council', 'Celador Films', 'CinéCinéma', 'Warner Bros. Pictures', 'Canal+']"
12493,High and Low,3/1/1963,"['Crime', 'Drama', 'Mystery', 'Thriller']",Japanese,8.3,687,14.043,250000,"['TOHO', 'Kurosawa Production']"
483,Wild at Heart,8/17/1990,"['Crime', 'Thriller', 'Romance']",English,7.1,1392,13.792,9500000,"['Samuel Goldwyn Company', 'Propaganda Films']"
241843,Cooties,10/10/2014,"['Comedy', 'Horror']",English,5.9,647,13.796,0,"['Glacier Films', 'Lionsgate Premiere', 'Universal Pictures International Entertainment (UPIE)', 'SpectreVision']"
722798,The Door into Summer,6/25/2021,"['Science Fiction', 'Drama']",Japanese,6,25,13.068,0,"['TOHO', 'Aniplex']"
29748,Taste the Blood of Dracula,5/7/1970,['Horror'],English,6.2,140,12.29,0,['Hammer Film Productions']
641960,Four Good Days,4/30/2021,['Drama'],English,6.8,141,10.565,0,"['Productivity Media', 'Indigenous Media', 'Oakhurst Entertainment', 'Vertical Entertainment']"
172803,Hours,11/29/2013,"['Drama', 'Thriller']",English,6.6,687,15.444,4000000,"['Hours Capital', 'The Safran Company', 'PalmStar Media']"
195590,Collide,6/10/2016,"['Thriller', 'Action']",English,5.5,521,13.046,21500000,"['Silver Pictures', '42', 'Automatik Entertainment', 'DMG Entertainment', 'Hands-on Producers']"
242606,Keep Watching,5/4/2017,"['Thriller', 'Horror', 'Drama']",English,5.1,251,11.297,0,"['Screen Gems', 'Zinc Entertainment Inc.', 'Voltage Pictures', 'Sony Pictures']"
463461,Romance of the West Chamber,10/9/1997,"['History', 'Romance']",cn,4,3,14.881,0,['Heart Lover Entertainment Co. Ltd.']
413337,Girl in the Box,9/10/2016,['Drama'],English,6.8,112,14.297,20,[]
257932,Dragon Nest: Warriors' Dawn,5/20/2014,"['Fantasy', 'Animation']",Chinese,7.7,104,16.693,40000000,['Mili Pictures']
733491,They Live Inside Us,10/6/2020,['Horror'],English,6.1,34,11.828,0,[]
37757,Never Sleep Again: The Elm Street Legacy,5/4/2010,"['Documentary', 'Horror']",English,7.9,133,11.042,0,[]
13192,Moonwalker,10/29/1988,"['Fantasy', 'Music']",English,6.9,469,15.289,22000000,"['Ultimate Productions', 'Will Vinton Productions']"
10833,Heartbreakers,3/23/2001,"['Comedy', 'Romance', 'Crime']",English,6,782,15.04,35000000,"['Davis Entertainment', 'Metro-Goldwyn-Mayer']"
453364,Tehran Taboo,10/4/2017,"['Drama', 'Animation']",Persian,7.1,75,10.547,0,"['Little Dream Entertainment', 'ORF', 'Film- und Medienstiftung NRW', 'Filmförderung Hamburg Schleswig-Holstein', 'Deutscher Filmförderfonds', 'OFI', 'Filmstandort Austria (FISA)', 'Filmfonds Wien', 'HessenFilm und Medien', 'Pixeltruck', 'ZDF', 'Coop 99 Filmproduktion']"
29912,The Robe,9/16/1953,"['Drama', 'History']",English,6.9,195,17.04,4100000,['20th Century Fox']
3509,A Scanner Darkly,7/7/2006,"['Animation', 'Science Fiction', 'Thriller']",English,6.8,1517,12.291,8700000,"['Warner Independent Pictures (WIP)', 'Thousand Words', 'Detour Filmproduction', 'Section Eight', '3 Arts Entertainment']"
11916,Two Mules for Sister Sara,3/2/1970,"['Adventure', 'War', 'Western']",English,7,476,12.538,2500000,"['Sanen Productions', 'Malpaso Productions', 'Universal Pictures', 'Martin Rackin Productions']"
36968,Life-Size,3/5/2000,"['TV Movie', 'Family', 'Comedy', 'Fantasy']",English,6.2,348,13.539,7000000,"['Walt Disney Pictures', 'Pacific Motion Pictures']"
568100,Coraline: The Making of 'Coraline',7/21/2009,"['Documentary', 'Animation']",English,5,1,8.152,0,['L.E.G. Productions Inc']
763841,The Love Affair of the Spring and Four Months,9/25/2020,"['Drama', 'Romance']",Korean,1,1,14.087,0,[]
39203,Detective Conan: Magician of the Silver Sky,4/17/2004,"['Animation', 'Mystery']",Japanese,6.9,116,14.539,0,"['TMS Entertainment', 'TOHO']"
36401,Pornography,9/19/2003,"['War', 'Drama', 'Romance']",Polish,5.8,19,13.359,0,"['CNC', 'Canal+', 'Canal+ Polska']"
101907,Hulk vs. Thor,1/27/2009,"['Action', 'Animation', 'Fantasy', 'Science Fiction']",English,6.8,190,15.039,0,"['Marvel Animation', 'Lionsgate']"
982,The Manchurian Candidate,10/1/1962,"['Thriller', 'Drama', 'Mystery']",English,7.6,579,12.788,2200000,"['MC Productions', 'United Artists']"
13691,Piglet's Big Movie,3/16/2003,"['Animation', 'Family']",English,6.7,310,14.238,46000000,"['Disney Television Animation', 'Walt Disney Pictures']"
37627,The Little Prince,11/6/1974,"['Science Fiction', 'Fantasy', 'Family', 'Music']",English,6.7,100,12.537,0,['Paramount']
5781,That Obscure Object of Desire,8/17/1977,"['Comedy', 'Drama', 'Romance']",French,7.5,313,12.436,0,"['Incine', 'Greenwich Film Production', 'Les Films Galaxie']"
1111319,This is the President,5/10/2023,['Documentary'],Korean,0,0,19.004,0,[]
866462,Megalodon Rising,8/27/2021,"['Action', 'Science Fiction']",English,6.3,116,19.001,0,['The Asylum']
1694,Re-Animator,10/18/1985,"['Science Fiction', 'Comedy', 'Horror']",English,7,1260,12.535,900000,['Empire Pictures']
38051,Normal,9/10/2007,['Drama'],English,5.5,19,14.107,2500000,"['Head Gear Films', 'Normal Film Company, The', 'Raven West Films', 'Submission Films']"
17038,Lake Placid 2,4/28/2007,"['Horror', 'Science Fiction']",English,5.1,184,11.287,0,"['Asgaard Branding', '20th Century Fox', 'Sony Pictures']"
9279,Jingle All the Way,11/21/1996,"['Family', 'Comedy', 'Adventure']",English,6,2268,12.036,60000000,"['1492 Pictures', '20th Century Fox']"
178,Blown Away,7/1/1994,['Action'],English,6.1,450,12.785,28000000,"['Trilogy Entertainment Group', 'Metro-Goldwyn-Mayer']"
550738,Spycies,1/11/2020,"['Animation', 'Comedy', 'Action', 'Adventure', 'Family']",French,7.5,188,13.3,0,"['iQIYI Pictures', 'Lux Populi Production', 'Particular Crowd', 'Lux Populi VFX']"
10354,True Crime,3/19/1999,"['Crime', 'Drama', 'Thriller', 'Mystery', 'Action']",English,6.6,634,13.786,55000000,"['The Zanuck Company', 'Malpaso Productions', 'Warner Bros. Pictures']"
158999,Blackfish,6/7/2013,['Documentary'],English,7.9,995,12.039,0,['Manny O Productions']
50435,Bilitis,3/16/1977,"['Drama', 'Romance']",French,5.3,64,12.705,0,"['Mars International Productions', 'Ectafilms', 'Films 21']"
419329,Descendants of Adultery,9/30/2016,['Romance'],Korean,4.8,4,13.081,0,[]
64689,Killing Them Softly,7/30/2012,"['Crime', 'Thriller']",English,6,1884,16.287,15000000,"['Plan B Entertainment', 'Chockstone Pictures', '1984 Private Defense Contractors', 'Annapurna Pictures', 'Inferno Entertainment']"
800407,Dancing on Glass,4/8/2022,['Drama'],Spanish,6.2,61,9.162,0,['Federation Spain']
617762,The Electrical Life of Louis Wain,10/21/2021,"['Drama', 'History', 'Comedy']",English,7,346,12.317,0,"['Amazon Studios', 'StudioCanal UK', 'Shoebox Films', 'Film4 Productions', 'SunnyMarch']"
45267,Boccaccio '70,2/22/1962,"['Romance', 'Fantasy', 'Comedy']",Italian,7,115,9.035,0,"['Cineriz', 'Francinex', 'Concordia Compagnia Cinematografica', 'Gray Film']"
